,Month,Year,community_board_full,DHS
2171,8,2014,103,21
2172,8,2014,104,13
2173,8,2014,105,23
2174,8,2014,106,15
2175,8,2014,107,12
2176,8,2014,108,5
2177,8,2014,109,2
2178,8,2014,110,10
2179,8,2014,111,6
2180,8,2014,112,8
2181,8,2014,204,1
2182,8,2014,205,1
2183,8,2014,206,1
2184,8,2014,207,2
2185,8,2014,208,2
2186,8,2014,301,7
2187,8,2014,302,13
2188,8,2014,303,4
2189,8,2014,304,2
2190,8,2014,305,3
2191,8,2014,307,4
2192,8,2014,308,6
2193,8,2014,310,16
2194,8,2014,312,1
2195,8,2014,313,1
2196,8,2014,315,2
2197,8,2014,316,2
2198,8,2014,317,3
2199,8,2014,318,2
2200,8,2014,401,4
2201,8,2014,402,4
2202,8,2014,403,3
2203,8,2014,404,1
2204,8,2014,406,1
2205,8,2014,408,3
2206,8,2014,414,2
2207,8,2015,101,49
2208,8,2015,102,31
2209,8,2015,103,24
2210,8,2015,104,63
2211,8,2015,105,149
2212,8,2015,106,82
2213,8,2015,107,45
2214,8,2015,108,40
2215,8,2015,109,15
2216,8,2015,110,29
2217,8,2015,111,21
2218,8,2015,112,17
2219,8,2015,164,3
2220,8,2015,201,5
2221,8,2015,202,1
2222,8,2015,204,2
2223,8,2015,206,1
2224,8,2015,207,2
2225,8,2015,208,3
2226,8,2015,209,1
2227,8,2015,211,2
2228,8,2015,212,2
2229,8,2015,301,17
2230,8,2015,302,21
2231,8,2015,303,6
2232,8,2015,304,13
2233,8,2015,305,15
2234,8,2015,306,9
2235,8,2015,307,3
2236,8,2015,308,4
2237,8,2015,309,2
2238,8,2015,310,12
2239,8,2015,311,5
2240,8,2015,313,4
2241,8,2015,314,13
2242,8,2015,316,3
2243,8,2015,318,1
2244,8,2015,401,4
2245,8,2015,402,4
2246,8,2015,403,4
2247,8,2015,404,6
2248,8,2015,406,8
2249,8,2015,407,5
2250,8,2015,408,4
2251,8,2015,410,5
2252,8,2015,412,1
2253,8,2015,414,1
2254,8,2016,103,1
2255,8,2016,104,1
2256,8,2016,312,1
2257,9,2010,101,1
2258,9,2010,103,7
2259,9,2010,104,1
2260,9,2010,107,2
2261,9,2010,109,5
2262,9,2010,110,19
2263,9,2010,111,11
2264,9,2010,112,21
2265,9,2010,201,58
2266,9,2010,202,88
2267,9,2010,203,105
2268,9,2010,204,156
2269,9,2010,205,159
2270,9,2010,206,157
2271,9,2010,207,90
2272,9,2010,208,16
2273,9,2010,209,173
2274,9,2010,210,35
2275,9,2010,211,118
2276,9,2010,212,345
2277,9,2010,301,2
2278,9,2010,302,6
2279,9,2010,303,275
2280,9,2010,304,121
2281,9,2010,305,453
2282,9,2010,306,3
2283,9,2010,307,16
2284,9,2010,308,94
2285,9,2010,309,25
2286,9,2010,310,3
2287,9,2010,311,7
2288,9,2010,312,4
2289,9,2010,313,26
2290,9,2010,314,43
2291,9,2010,315,3
2292,9,2010,316,179
2293,9,2010,317,173
2294,9,2010,318,59
2295,9,2010,401,13
2296,9,2010,403,18
2297,9,2010,404,13
2298,9,2010,405,59
2299,9,2010,406,6
2300,9,2010,407,11
2301,9,2010,408,10
2302,9,2010,409,90
2303,9,2010,410,61
2304,9,2010,411,5
2305,9,2010,412,281
2306,9,2010,413,86
2307,9,2010,414,165
2308,9,2011,101,1
2309,9,2011,103,1
2310,9,2011,104,2
2311,9,2011,109,5
2312,9,2011,110,9
2313,9,2011,111,13
2314,9,2011,112,14
2315,9,2011,201,65
2316,9,2011,202,53
2317,9,2011,203,57
2318,9,2011,204,63
2319,9,2011,205,106
2320,9,2011,206,89
2321,9,2011,207,54
2322,9,2011,208,6
2323,9,2011,209,90
2324,9,2011,210,16
2325,9,2011,211,45
2326,9,2011,212,143
2327,9,2011,301,6
2328,9,2011,302,3
2329,9,2011,303,128
2330,9,2011,304,57
2331,9,2011,305,207
2332,9,2011,307,4
2333,9,2011,308,40
2334,9,2011,309,14
2335,9,2011,310,3
2336,9,2011,311,5
2337,9,2011,312,7
2338,9,2011,313,16
2339,9,2011,314,29
2340,9,2011,315,10
2341,9,2011,316,101
2342,9,2011,317,102
2343,9,2011,318,28
2344,9,2011,401,6
2345,9,2011,402,1
2346,9,2011,403,11
2347,9,2011,404,1
2348,9,2011,405,25
2349,9,2011,406,1
2350,9,2011,407,1
2351,9,2011,409,48
2352,9,2011,410,41
2353,9,2011,411,2
2354,9,2011,412,141
2355,9,2011,413,40
2356,9,2011,414,121
2357,9,2012,111,1
2358,9,2012,201,2
2359,9,2012,202,1
2360,9,2012,204,1
2361,9,2012,205,1
2362,9,2012,206,2
2363,9,2012,209,3
2364,9,2012,211,1
2365,9,2012,212,1
2366,9,2012,303,2
2367,9,2012,304,1
2368,9,2012,305,7
2369,9,2012,308,2
2370,9,2012,312,1
2371,9,2012,314,1
2372,9,2012,316,1
2373,9,2012,317,1
2374,9,2012,318,1
2375,9,2012,404,2
2376,9,2012,409,1
2377,9,2012,410,2
2378,9,2012,412,2
2379,9,2012,413,1
2380,9,2012,414,1
2381,9,2013,101,4
2382,9,2013,102,4
2383,9,2013,103,2
2384,9,2013,104,9
2385,9,2013,105,14
2386,9,2013,106,9
2387,9,2013,107,7
2388,9,2013,108,2
2389,9,2013,109,1
2390,9,2013,111,1
2391,9,2013,112,2
2392,9,2013,201,1
2393,9,2013,202,1
2394,9,2013,204,1
2395,9,2013,205,6
2396,9,2013,210,1
2397,9,2013,211,1
2398,9,2013,212,1
2399,9,2013,301,1
2400,9,2013,302,10
2401,9,2013,303,2
2402,9,2013,305,3
2403,9,2013,306,2
2404,9,2013,308,2
2405,9,2013,310,1
2406,9,2013,311,1
2407,9,2013,312,1
2408,9,2013,313,1
2409,9,2013,316,1
2410,9,2013,318,1
2411,9,2013,401,2
2412,9,2013,403,1
2413,9,2013,404,1
2414,9,2013,407,1
2415,9,2013,408,1
2416,9,2013,412,1
2417,9,2014,101,4
2418,9,2014,102,16
2419,9,2014,103,19
2420,9,2014,104,19
2421,9,2014,105,19
2422,9,2014,106,37
2423,9,2014,107,11
2424,9,2014,108,9
2425,9,2014,109,3
2426,9,2014,110,4
2427,9,2014,111,16
2428,9,2014,112,7
2429,9,2014,202,2
2430,9,2014,204,2
2431,9,2014,205,3
2432,9,2014,208,4
2433,9,2014,301,5
2434,9,2014,302,23
2435,9,2014,303,1
2436,9,2014,304,1
2437,9,2014,305,2
2438,9,2014,306,6
2439,9,2014,307,2
2440,9,2014,308,3
2441,9,2014,310,1
2442,9,2014,311,3
2443,9,2014,312,3
2444,9,2014,313,5
2445,9,2014,316,2
2446,9,2014,317,2
2447,9,2014,401,3
2448,9,2014,402,2
2449,9,2014,403,4
2450,9,2014,404,1
2451,9,2014,405,1
2452,9,2014,409,1
2453,9,2014,410,1
2454,9,2014,412,1
2455,9,2014,414,1
2456,9,2015,101,46
2457,9,2015,102,47
2458,9,2015,103,44
2459,9,2015,104,48
2460,9,2015,105,120
2461,9,2015,106,59
2462,9,2015,107,40
2463,9,2015,108,70
2464,9,2015,109,25
2465,9,2015,110,29
2466,9,2015,111,55
2467,9,2015,112,43
2468,9,2015,204,3
2469,9,2015,206,1
2470,9,2015,207,2
2471,9,2015,208,1
2472,9,2015,211,3
2473,9,2015,212,1
2474,9,2015,301,20
2475,9,2015,302,21
2476,9,2015,303,7
2477,9,2015,304,2
2478,9,2015,305,12
2479,9,2015,306,12
2480,9,2015,307,4
2481,9,2015,308,3
2482,9,2015,309,2
2483,9,2015,310,10
2484,9,2015,311,4
2485,9,2015,312,2
2486,9,2015,313,2
2487,9,2015,314,7
2488,9,2015,315,2
2489,9,2015,317,1
2490,9,2015,318,2
2491,9,2015,401,7
2492,9,2015,402,8
2493,9,2015,403,4
2494,9,2015,404,10
2495,9,2015,405,5
2496,9,2015,406,9
2497,9,2015,407,2
2498,9,2015,408,5
2499,9,2015,409,2
2500,9,2015,410,2
2501,9,2015,411,1
2502,9,2015,412,2
2503,9,2016,103,1
2504,10,2010,103,4
2505,10,2010,104,1
2506,10,2010,105,1
2507,10,2010,106,1
2508,10,2010,109,11
2509,10,2010,110,25
2510,10,2010,111,4
2511,10,2010,112,15
2512,10,2010,201,77
2513,10,2010,202,89
2514,10,2010,203,82
2515,10,2010,204,127
2516,10,2010,205,117
2517,10,2010,206,135
2518,10,2010,207,87
2519,10,2010,208,9
2520,10,2010,209,136
2521,10,2010,210,14
2522,10,2010,211,93
2523,10,2010,212,251
2524,10,2010,301,4
2525,10,2010,302,4
2526,10,2010,303,183
2527,10,2010,304,127
2528,10,2010,305,317
2529,10,2010,306,1
2530,10,2010,307,8
2531,10,2010,308,104
2532,10,2010,309,23
2533,10,2010,310,6
2534,10,2010,311,6
2535,10,2010,312,4
2536,10,2010,313,22
2537,10,2010,314,34
2538,10,2010,315,6
2539,10,2010,316,148
2540,10,2010,317,117
2541,10,2010,318,52
2542,10,2010,401,4
2543,10,2010,402,2
2544,10,2010,403,14
2545,10,2010,404,7
2546,10,2010,405,59
2547,10,2010,406,2
2548,10,2010,407,12
2549,10,2010,408,8
2550,10,2010,409,61
2551,10,2010,410,58
2552,10,2010,411,1
2553,10,2010,412,219
2554,10,2010,413,65
2555,10,2010,414,197
2556,10,2011,103,2
2557,10,2011,107,1
2558,10,2011,109,4
2559,10,2011,110,12
2560,10,2011,111,10
2561,10,2011,112,11
2562,10,2011,201,43
2563,10,2011,202,47
2564,10,2011,203,48
2565,10,2011,204,59
2566,10,2011,205,70
2567,10,2011,206,58
2568,10,2011,207,43
2569,10,2011,208,5
2570,10,2011,209,73
2571,10,2011,210,17
2572,10,2011,211,50
2573,10,2011,212,174
2574,10,2011,301,1
2575,10,2011,302,4
2576,10,2011,303,126
2577,10,2011,304,65
2578,10,2011,305,229
2579,10,2011,306,3
2580,10,2011,307,4
2581,10,2011,308,52
2582,10,2011,309,20
2583,10,2011,310,2
2584,10,2011,311,9
2585,10,2011,312,8
2586,10,2011,313,18
2587,10,2011,314,26
2588,10,2011,315,3
2589,10,2011,316,77
2590,10,2011,317,116
2591,10,2011,318,30
2592,10,2011,401,6
2593,10,2011,402,3
2594,10,2011,403,10
2595,10,2011,404,2
2596,10,2011,405,21
2597,10,2011,406,2
2598,10,2011,408,4
2599,10,2011,409,57
2600,10,2011,410,31
2601,10,2011,412,144
2602,10,2011,413,50
2603,10,2011,414,90
2604,10,2012,109,2
2605,10,2012,201,1
2606,10,2012,204,1
2607,10,2012,205,1
2608,10,2012,206,2
2609,10,2012,207,2
2610,10,2012,209,2
2611,10,2012,210,1
2612,10,2012,212,2
2613,10,2012,303,1
2614,10,2012,305,1
2615,10,2012,308,1
2616,10,2012,313,1
2617,10,2012,316,1
2618,10,2012,317,3
2619,10,2012,404,1
2620,10,2012,410,1
2621,10,2012,412,1
2622,10,2012,414,1
2623,10,2013,101,5
2624,10,2013,102,5
2625,10,2013,103,7
2626,10,2013,104,3
2627,10,2013,105,3
2628,10,2013,106,20
2629,10,2013,107,8
2630,10,2013,108,1
2631,10,2013,109,2
2632,10,2013,110,1
2633,10,2013,111,2
2634,10,2013,112,1
2635,10,2013,202,2
2636,10,2013,204,2
2637,10,2013,207,1
2638,10,2013,212,2
2639,10,2013,301,3
2640,10,2013,302,21
2641,10,2013,303,3
2642,10,2013,305,1
2643,10,2013,306,1
2644,10,2013,308,3
2645,10,2013,309,1
2646,10,2013,313,1
2647,10,2013,314,1
2648,10,2013,315,2
2649,10,2013,316,2
2650,10,2013,317,2
2651,10,2013,401,5
2652,10,2013,403,1
2653,10,2013,405,1
2654,10,2013,409,1
2655,10,2014,101,10
2656,10,2014,102,11
2657,10,2014,103,8
2658,10,2014,104,14
2659,10,2014,105,39
2660,10,2014,106,9
2661,10,2014,107,12
2662,10,2014,108,8
2663,10,2014,109,11
2664,10,2014,110,6
2665,10,2014,111,7
2666,10,2014,112,7
2667,10,2014,202,1
2668,10,2014,204,5
2669,10,2014,205,5
2670,10,2014,207,1
2671,10,2014,208,2
2672,10,2014,209,1
2673,10,2014,211,1
2674,10,2014,212,2
2675,10,2014,301,6
2676,10,2014,302,16
2677,10,2014,303,1
2678,10,2014,304,1
2679,10,2014,305,3
2680,10,2014,306,1
2681,10,2014,307,1
2682,10,2014,308,4
2683,10,2014,310,4
2684,10,2014,312,2
2685,10,2014,314,4
2686,10,2014,317,1
2687,10,2014,318,2
2688,10,2014,401,6
2689,10,2014,402,3
2690,10,2014,405,1
2691,10,2014,406,4
2692,10,2014,407,2
2693,10,2014,408,1
2694,10,2014,409,5
2695,10,2014,411,1
2696,10,2014,412,1
2697,10,2014,414,1
2698,10,2015,101,37
2699,10,2015,102,21
2700,10,2015,103,18
2701,10,2015,104,44
2702,10,2015,105,88
2703,10,2015,106,59
2704,10,2015,107,43
2705,10,2015,108,45
2706,10,2015,109,10
2707,10,2015,110,22
2708,10,2015,111,51
2709,10,2015,112,19
2710,10,2015,164,1
2711,10,2015,201,1
2712,10,2015,202,1
2713,10,2015,207,1
2714,10,2015,208,1
2715,10,2015,209,4
2716,10,2015,211,1
2717,10,2015,301,21
2718,10,2015,302,12
2719,10,2015,303,9
2720,10,2015,304,6
2721,10,2015,305,14
2722,10,2015,306,8
2723,10,2015,308,3
2724,10,2015,310,2
2725,10,2015,313,1
2726,10,2015,314,4
2727,10,2015,315,3
2728,10,2015,317,2
2729,10,2015,401,9
2730,10,2015,402,4
2731,10,2015,404,1
2732,10,2015,406,3
2733,10,2015,407,3
2734,10,2015,408,2
2735,10,2015,410,2
2736,10,2015,412,1
2737,10,2016,106,1
2738,10,2017,105,1
2739,11,2010,103,5
2740,11,2010,109,11
2741,11,2010,110,17
2742,11,2010,111,11
2743,11,2010,112,18
2744,11,2010,201,94
2745,11,2010,202,49
2746,11,2010,203,76
2747,11,2010,204,109
2748,11,2010,205,122
2749,11,2010,206,82
2750,11,2010,207,68
2751,11,2010,208,9
2752,11,2010,209,132
2753,11,2010,210,26
2754,11,2010,211,68
2755,11,2010,212,221
2756,11,2010,302,1
2757,11,2010,303,180
2758,11,2010,304,93
2759,11,2010,305,266
2760,11,2010,306,1
2761,11,2010,307,5
2762,11,2010,308,87
2763,11,2010,309,25
2764,11,2010,310,4
2765,11,2010,311,2
2766,11,2010,312,8
2767,11,2010,313,31
2768,11,2010,314,44
2769,11,2010,315,5
2770,11,2010,316,156
2771,11,2010,317,154
2772,11,2010,318,48
2773,11,2010,401,2
2774,11,2010,402,2
2775,11,2010,403,18
2776,11,2010,404,5
2777,11,2010,405,62
2778,11,2010,406,4
2779,11,2010,407,5
2780,11,2010,408,8
2781,11,2010,409,49
2782,11,2010,410,36
2783,11,2010,411,1
2784,11,2010,412,203
2785,11,2010,413,63
2786,11,2010,414,126
2787,11,2011,103,3
2788,11,2011,105,1
2789,11,2011,107,1
2790,11,2011,109,4
2791,11,2011,110,21
2792,11,2011,111,8
2793,11,2011,112,17
2794,11,2011,201,41
2795,11,2011,202,48
2796,11,2011,203,46
2797,11,2011,204,48
2798,11,2011,205,73
2799,11,2011,206,66
2800,11,2011,207,28
2801,11,2011,208,7
2802,11,2011,209,90
2803,11,2011,210,20
2804,11,2011,211,57
2805,11,2011,212,120
2806,11,2011,301,2
2807,11,2011,302,3
2808,11,2011,303,112
2809,11,2011,304,44
2810,11,2011,305,192
2811,11,2011,307,4
2812,11,2011,308,37
2813,11,2011,309,18
2814,11,2011,310,2
2815,11,2011,311,15
2816,11,2011,312,5
2817,11,2011,313,17
2818,11,2011,314,18
2819,11,2011,315,4
2820,11,2011,316,79
2821,11,2011,317,82
2822,11,2011,318,35
2823,11,2011,401,3
2824,11,2011,403,6
2825,11,2011,404,2
2826,11,2011,405,23
2827,11,2011,406,3
2828,11,2011,407,2
2829,11,2011,408,1
2830,11,2011,409,47
2831,11,2011,410,35
2832,11,2011,411,1
2833,11,2011,412,127
2834,11,2011,413,34
2835,11,2011,414,93
2836,11,2012,109,1
2837,11,2012,111,1
2838,11,2012,204,1
2839,11,2012,205,1
2840,11,2012,206,2
2841,11,2012,207,1
2842,11,2012,209,3
2843,11,2012,210,1
2844,11,2012,211,1
2845,11,2012,212,1
2846,11,2012,303,1
2847,11,2012,305,2
2848,11,2012,312,1
2849,11,2012,318,2
2850,11,2012,405,1
2851,11,2012,413,1
2852,11,2013,101,3
2853,11,2013,102,3
2854,11,2013,103,16
2855,11,2013,104,4
2856,11,2013,105,8
2857,11,2013,106,2
2858,11,2013,107,4
2859,11,2013,108,2
2860,11,2013,109,5
2861,11,2013,110,2
2862,11,2013,112,1
2863,11,2013,202,1
2864,11,2013,210,1
2865,11,2013,301,1
2866,11,2013,302,2
2867,11,2013,303,3
2868,11,2013,305,2
2869,11,2013,306,2
2870,11,2013,307,2
2871,11,2013,308,2
2872,11,2013,312,1
2873,11,2013,313,2
2874,11,2013,315,1
2875,11,2013,401,1
2876,11,2013,402,1
2877,11,2013,406,1
2878,11,2013,407,1
2879,11,2014,101,5
2880,11,2014,102,21
2881,11,2014,103,10
2882,11,2014,104,15
2883,11,2014,105,34
2884,11,2014,106,15
2885,11,2014,107,13
2886,11,2014,108,7
2887,11,2014,109,11
2888,11,2014,110,3
2889,11,2014,111,4
2890,11,2014,112,3
2891,11,2014,202,1
2892,11,2014,204,3
2893,11,2014,205,2
2894,11,2014,208,1
2895,11,2014,210,1
2896,11,2014,301,10
2897,11,2014,302,10
2898,11,2014,303,2
2899,11,2014,304,1
2900,11,2014,305,1
2901,11,2014,306,1
2902,11,2014,308,2
2903,11,2014,309,2
2904,11,2014,310,2
2905,11,2014,311,2
2906,11,2014,312,2
2907,11,2014,313,2
2908,11,2014,314,3
2909,11,2014,315,4
2910,11,2014,318,1
2911,11,2014,401,11
2912,11,2014,402,3
2913,11,2014,404,5
2914,11,2014,408,1
2915,11,2014,409,2
2916,11,2014,414,6
2917,11,2015,101,35
2918,11,2015,102,24
2919,11,2015,103,33
2920,11,2015,104,45
2921,11,2015,105,112
2922,11,2015,106,47
2923,11,2015,107,55
2924,11,2015,108,35
2925,11,2015,109,17
2926,11,2015,110,15
2927,11,2015,111,41
2928,11,2015,112,15
2929,11,2015,164,1
2930,11,2015,201,5
2931,11,2015,203,1
2932,11,2015,204,2
2933,11,2015,205,1
2934,11,2015,207,1
2935,11,2015,208,2
2936,11,2015,210,2
2937,11,2015,212,1
2938,11,2015,301,15
2939,11,2015,302,23
2940,11,2015,303,8
2941,11,2015,304,5
2942,11,2015,305,8
2943,11,2015,306,8
2944,11,2015,307,4
2945,11,2015,308,3
2946,11,2015,309,2
2947,11,2015,310,3
2948,11,2015,311,1
2949,11,2015,312,1
2950,11,2015,314,4
2951,11,2015,315,2
2952,11,2015,316,2
2953,11,2015,317,1
2954,11,2015,318,2
2955,11,2015,401,5
2956,11,2015,402,7
2957,11,2015,404,2
2958,11,2015,405,11
2959,11,2015,406,10
2960,11,2015,407,4
2961,11,2015,408,3
2962,11,2015,412,4
2963,11,2015,413,2
2964,11,2015,414,5
2965,11,2017,105,2
2966,12,2010,101,2
2967,12,2010,103,1
2968,12,2010,105,1
2969,12,2010,106,1
2970,12,2010,107,1
2971,12,2010,108,1
2972,12,2010,109,6
2973,12,2010,110,23
2974,12,2010,111,10
2975,12,2010,112,17
2976,12,2010,201,87
2977,12,2010,202,67
2978,12,2010,203,72
2979,12,2010,204,93
2980,12,2010,205,132
2981,12,2010,206,94
2982,12,2010,207,80
2983,12,2010,208,13
2984,12,2010,209,130
2985,12,2010,210,34
2986,12,2010,211,59
2987,12,2010,212,180
2988,12,2010,301,2
2989,12,2010,302,3
2990,12,2010,303,181
2991,12,2010,304,87
2992,12,2010,305,246
2993,12,2010,306,1
2994,12,2010,307,7
2995,12,2010,308,68
2996,12,2010,309,21
2997,12,2010,310,2
2998,12,2010,311,2
2999,12,2010,312,5
3000,12,2010,313,22
3001,12,2010,314,36
3002,12,2010,315,4
3003,12,2010,316,128
3004,12,2010,317,119
3005,12,2010,318,42
3006,12,2010,401,7
3007,12,2010,402,2
3008,12,2010,403,16
3009,12,2010,404,8
3010,12,2010,405,36
3011,12,2010,406,2
3012,12,2010,407,6
3013,12,2010,408,5
3014,12,2010,409,51
3015,12,2010,410,31
3016,12,2010,412,171
3017,12,2010,413,59
3018,12,2010,414,141
3019,12,2011,101,1
3020,12,2011,104,1
3021,12,2011,106,1
3022,12,2011,107,2
3023,12,2011,109,3
3024,12,2011,110,12
3025,12,2011,111,6
3026,12,2011,112,14
3027,12,2011,201,29
3028,12,2011,202,31
3029,12,2011,203,44
3030,12,2011,204,41
3031,12,2011,205,76
3032,12,2011,206,56
3033,12,2011,207,43
3034,12,2011,208,6
3035,12,2011,209,70
3036,12,2011,210,15
3037,12,2011,211,40
3038,12,2011,212,121
3039,12,2011,301,1
3040,12,2011,302,4
3041,12,2011,303,100
3042,12,2011,304,52
3043,12,2011,305,162
3044,12,2011,306,2
3045,12,2011,307,3
3046,12,2011,308,36
3047,12,2011,309,28
3048,12,2011,310,1
3049,12,2011,311,10
3050,12,2011,312,7
3051,12,2011,313,20
3052,12,2011,314,26
3053,12,2011,315,2
3054,12,2011,316,77
3055,12,2011,317,65
3056,12,2011,318,24
3057,12,2011,401,3
3058,12,2011,403,7
3059,12,2011,404,3
3060,12,2011,405,26
3061,12,2011,407,1
3062,12,2011,408,1
3063,12,2011,409,41
3064,12,2011,410,40
3065,12,2011,412,139
3066,12,2011,413,26
3067,12,2011,414,93
3068,12,2012,109,2
3069,12,2012,202,1
3070,12,2012,203,1
3071,12,2012,204,2
3072,12,2012,209,2
3073,12,2012,212,1
3074,12,2012,303,6
3075,12,2012,304,4
3076,12,2012,305,2
3077,12,2012,306,1
3078,12,2012,314,1
3079,12,2012,316,1
3080,12,2012,412,2
3081,12,2012,413,1
3082,12,2012,414,1
3083,12,2013,101,5
3084,12,2013,102,2
3085,12,2013,103,2
3086,12,2013,104,1
3087,12,2013,105,3
3088,12,2013,106,3
3089,12,2013,107,10
3090,12,2013,108,3
3091,12,2013,109,2
3092,12,2013,110,2
3093,12,2013,111,1
3094,12,2013,206,1
3095,12,2013,211,1
3096,12,2013,302,2
3097,12,2013,303,1
3098,12,2013,306,4
3099,12,2013,307,1
3100,12,2013,308,3
3101,12,2013,313,1
3102,12,2013,315,2
3103,12,2014,101,6
3104,12,2014,102,17
3105,12,2014,103,7
3106,12,2014,104,10
3107,12,2014,105,20
3108,12,2014,106,8
3109,12,2014,107,8
3110,12,2014,108,6
3111,12,2014,109,2
3112,12,2014,110,2
3113,12,2014,111,5
3114,12,2014,112,6
3115,12,2014,202,1
3116,12,2014,205,1
3117,12,2014,206,1
3118,12,2014,210,1
3119,12,2014,211,1
3120,12,2014,212,2
3121,12,2014,301,2
3122,12,2014,302,13
3123,12,2014,303,3
3124,12,2014,304,2
3125,12,2014,305,2
3126,12,2014,306,2
3127,12,2014,307,1
3128,12,2014,309,3
3129,12,2014,310,2
3130,12,2014,312,1
3131,12,2014,314,3
3132,12,2014,315,1
3133,12,2014,316,1
3134,12,2014,317,2
3135,12,2014,318,4
3136,12,2014,401,6
3137,12,2014,403,5
3138,12,2014,405,1
3139,12,2014,406,3
3140,12,2014,407,6
3141,12,2014,408,1
3142,12,2014,412,1
3143,12,2015,101,87
3144,12,2015,102,141
3145,12,2015,103,103
3146,12,2015,104,89
3147,12,2015,105,187
3148,12,2015,106,46
3149,12,2015,107,55
3150,12,2015,108,57
3151,12,2015,109,10
3152,12,2015,110,19
3153,12,2015,111,16
3154,12,2015,112,7
3155,12,2015,201,1
3156,12,2015,202,2
3157,12,2015,203,1
3158,12,2015,204,1
3159,12,2015,205,2
3160,12,2015,208,8
3161,12,2015,211,2
3162,12,2015,212,1
3163,12,2015,301,14
3164,12,2015,302,23
3165,12,2015,303,11
3166,12,2015,304,2
3167,12,2015,305,13
3168,12,2015,306,16
3169,12,2015,307,11
3170,12,2015,308,10
3171,12,2015,309,4
3172,12,2015,310,6
3173,12,2015,312,3
3174,12,2015,313,2
3175,12,2015,314,10
3176,12,2015,317,1
3177,12,2015,318,1
3178,12,2015,401,17
3179,12,2015,402,1
3180,12,2015,403,1
3181,12,2015,404,8
3182,12,2015,405,8
3183,12,2015,406,8
3184,12,2015,407,3
3185,12,2015,408,2
3186,12,2015,409,2
3187,12,2015,410,6
3188,12,2015,411,1
3189,12,2015,412,2
3190,12,2015,413,1
3191,12,2015,414,5
3192,12,2016,106,1
